"Seconds"	"AnalogResistanceExt_1"	"AnalogResistanceExt_2"
279.2	2570	11010
279.4	2572	11011
279.6	2570	11010
279.8	2567	10970
280.0	2567	10990
280.2	2570	11010
280.4	2570	11010
280.6	2567	10990
280.8	2570	10990
281.0	2570	10990
281.2	2567	10990
281.4	2567	10990
281.6	2570	10990
281.8	2570	11010
282.0	2571	11033
282.2	2570	11010
282.4	2570	10990
282.6	2570	11010
282.8	2568	10968
283.0	2570	11010
283.2	2569	10991
283.4	2572	11031
283.6	2567	10990
283.8	2570	10990
284.0	2567	10990
284.2	2567	10970
284.4	2567	10990
284.6	2567	10990
284.8	2570	11010
285.0	2569	11011
285.2	2567	10990
285.4	2572	11031
285.6	2569	11011
285.8	2567	10970
286.0	2569	11011
286.2	2570	10990
286.4	2567	10990
286.6	2569	10991
286.8	2567	10990
287.0	2570	10990
287.2	2567	10970
287.4	2567	10990
287.6	2567	10990
287.8	2567	11010
288.0	2569	10991
288.2	2565	10970
288.4	2567	10990
288.6	2567	10990
288.8	2567	10970
289.0	2567	10990
289.2	2569	11011
289.4	2567	10990
289.6	2567	10970
289.8	2567	10970
290.0	2567	10990
290.2	2566	10991
290.4	2567	10990
290.6	2567	10990
290.8	2567	11010
291.0	2565	10968
291.2	2567	10990
291.4	2569	11011
291.6	2567	10990
291.8	2565	10970
292.0	2567	10990
292.2	2567	10990
292.4	2567	10990
292.6	2565	10970
292.8	2567	10990
293.0	2567	10990
293.2	2566	10991
293.4	2569	11011
293.6	2567	10990
293.8	2567	10990
294.0	2565	10970
294.2	2565	10970
294.4	2566	10991
294.6	2565	10970
294.8	2565	10970
295.0	2565	10970
295.2	2567	10970
295.4	2565	10970
295.6	2565	10970
295.8	2566	10991
296.0	2565	10970
296.2	2565	10970
296.4	2567	10970
296.6	2565	10970
296.8	2565	10990
297.0	2565	10970
297.2	2565	10970
297.4	2565	10970
297.6	2565	10970
297.8	2565	10970
298.0	2565	10970
298.2	2565	10990
298.4	2565	10970
298.6	2565	10970
298.8	2565	10970
299.0	2565	10970
299.2	2564	10991
299.4	2566	10991
299.6	2565	10970
299.8	2567	10990
300.0	2562	10950
300.2	2565	10970
300.4	2566	11011
300.6	2565	10990
300.8	2562	10950
301.0	2566	10991
301.2	2565	10970
301.4	2565	10970
301.6	2562	10950
301.8	2566	10991
302.0	2562	10950
302.2	2562	10950
302.4	2562	10970
302.6	2564	10991
302.8	2566	11011
303.0	2565	10970
303.2	2565	10970
303.4	2565	10970
303.6	2567	10990
303.8	2562	10970
304.0	2562	10950
304.2	2564	10991
304.4	2564	10991
304.6	2559	10950
304.8	2562	10970
305.0	2566	11011
305.2	2564	10991
305.4	2565	10970
305.6	2562	10950
305.8	2565	10990
306.0	2564	10972
306.2	2565	10970
306.4	2565	10970
306.6	2564	10991
306.8	2564	10991
307.0	2562	10950
307.2	2565	10970
307.4	2562	10950
307.6	2562	10950
307.8	2564	10972
308.0	2562	10970
308.2	2562	10970
308.4	2562	10950
308.6	2562	10970
308.8	2566	10991
309.0	2562	10950
309.2	2562	10950
309.4	2562	10970
309.6	2562	10970
309.8	2559	10950
310.0	2564	10991
310.2	2562	10950
310.4	2564	10991
310.6	2561	10972
310.8	2564	10972
311.0	2562	10970
311.2	2561	10972
311.4	2564	10972
311.6	2561	10972
311.8	2564	10991
312.0	2561	10972
312.2	2559	10950
312.4	2564	10991
312.6	2564	10972
312.8	2559	10931
313.0	2564	10991
313.2	2562	10970
313.4	2564	10991
313.6	2559	10931
313.8	2559	10970
314.0	2561	10972
314.2	2561	10972
314.4	2562	10950
314.6	2564	10991
314.8	2564	10991
315.0	2559	10931
315.2	2564	10991
315.4	2561	10972
315.6	2564	10972
315.8	2561	10952
316.0	2561	10972
316.2	2562	10970
316.4	2562	10970
316.6	2562	10950
316.8	2559	10931
317.0	2559	10950
317.2	2559	10950
317.4	2561	10972
317.6	2561	10972
317.8	2559	10950
318.0	2561	10972
318.2	2561	10972
318.4	2561	10991
318.6	2561	10972
318.8	2559	10952
319.0	2561	10972
319.2	2561	10972
319.4	2559	10950
319.6	2559	10950
319.8	2557	10931
320.0	2561	10972
320.2	2561	10972
320.4	2557	10931
320.6	2559	10950
320.8	2559	10950
321.0	2561	10972
321.2	2559	10950
321.4	2559	10972
321.6	2557	10931
321.8	2559	10952
322.0	2561	10972
322.2	2559	10972
322.4	2561	10952
322.6	2557	10950
322.8	2559	10972
323.0	2561	10972
323.2	2557	10931
323.4	2559	10950
323.6	2561	10972
323.8	2559	10972
324.0	2561	10972
324.2	2559	10952
324.4	2561	10972
324.6	2561	10972
324.8	2559	10950
325.0	2559	10952
325.2	2561	10993
325.4	2563	10993
325.6	2559	10972
325.8	2561	10973
326.0	2562	10995
326.2	2559	10972
326.4	2561	10973
326.6	2559	10952
326.8	2561	10993
327.0	2561	10993
327.2	2559	10952
327.4	2559	10972
327.6	2561	10991
327.8	2561	10993
328.0	2556	10952
328.2	2561	10973
328.4	2561	10973
328.6	2558	10954
328.8	2556	10932
329.0	2556	10932
329.2	2559	10972
329.4	2561	10973
329.6	2559	10972
329.8	2559	10952
330.0	2561	10973
330.2	2559	10952
330.4	2561	10993
330.6	2561	10973
330.8	2559	10952
331.0	2556	10952
331.2	2559	10952
331.4	2559	10952
331.6	2556	10932
331.8	2554	10931
332.0	2559	10952
332.2	2559	10972
332.4	2556	10932
332.6	2559	10952
332.8	2559	10952
333.0	2554	10931
333.2	2557	10931
333.4	2556	10952
333.6	2559	10952
333.8	2557	10931
334.0	2556	10952
334.2	2558	10954
334.4	2554	10931
334.6	2557	10931
334.8	2556	10932
335.0	2556	10952
335.2	2557	10931
335.4	2556	10952
335.6	2559	10952
335.8	2558	10973
336.0	2559	10952
336.2	2556	10932
336.4	2556	10952
336.6	2556	10952
336.8	2559	10952
337.0	2558	10954
337.2	2556	10952
337.4	2556	10952
337.6	2556	10952
337.8	2556	10932
338.0	2556	10932
338.2	2556	10952
338.4	2556	10952
338.6	2559	10952
338.8	2554	10911
339.0	2559	10952
339.2	2556	10932
339.4	2552	10911
339.6	2556	10932
339.8	2554	10931
340.0	2558	10954
340.2	2558	10973
340.4	2556	10952
340.6	2556	10952
340.8	2556	10932
341.0	2556	10932
341.2	2556	10952
341.4	2554	10932
341.6	2556	10952
341.8	2554	10911
342.0	2556	10932
342.2	2556	10952
342.4	2556	10952
342.6	2556	10932
342.8	2554	10932
343.0	2556	10952
343.2	2554	10932
343.4	2556	10952
343.6	2555	10954
343.8	2556	10952
344.0	2556	10952
344.2	2556	10952
344.4	2556	10952
344.6	2554	10932
344.8	2556	10952
345.0	2554	10932
345.2	2558	10954
345.4	2554	10932
345.6	2556	10952
345.8	2554	10932
346.0	2554	10952
346.2	2555	10954
346.4	2555	10954
346.6	2554	10932
346.8	2555	10954
347.0	2555	10954
347.2	2554	10952
347.4	2554	10932
347.6	2554	10932
347.8	2554	10932
348.0	2558	10973
348.2	2555	10934
348.4	2555	10954
348.6	2554	10932
348.8	2554	10952
349.0	2554	10932
349.2	2554	10932
349.4	2555	10954
349.6	2554	10932
349.8	2556	10952
350.0	2555	10934
350.2	2555	10934
350.4	2557	10975
350.6	2555	10934
350.8	2554	10932
351.0	2554	10952
351.2	2554	10932
351.4	2554	10932
351.6	2554	10932
351.8	2554	10913
352.0	2551	10913
352.2	2554	10932
352.4	2554	10932
352.6	2553	10954
352.8	2554	10913
353.0	2555	10954
353.2	2555	10954
353.4	2551	10932
353.6	2553	10934
353.8	2554	10932
354.0	2551	10913
354.2	2554	10932
354.4	2554	10932
354.6	2551	10913
354.8	2554	10932
355.0	2555	10954
355.2	2553	10934
355.4	2554	10932
355.6	2551	10913
355.8	2554	10932
356.0	2551	10932
356.2	2553	10954
356.4	2551	10913
356.6	2551	10913
356.8	2551	10913
357.0	2551	10932
357.2	2551	10932
357.4	2554	10932
357.6	2551	10913
357.8	2551	10913
358.0	2551	10913
358.2	2551	10913
358.4	2551	10913
358.6	2554	10932
358.8	2553	10934
359.0	2553	10954
359.2	2553	10934
359.4	2554	10932
359.6	2551	10893
359.8	2550	10914
360.0	2551	10913
360.2	2551	10913
360.4	2551	10913
360.6	2551	10913
360.8	2551	10913
361.0	2551	10913
361.2	2550	10914
361.4	2551	10932
361.6	2548	10893
361.8	2551	10913
362.0	2551	10913
362.2	2553	10954
362.4	2551	10913
362.6	2553	10954
362.8	2553	10934
363.0	2553	10934
363.2	2553	10934
363.4	2548	10913
363.6	2555	10955
363.8	2553	10934
364.0	2548	10893
364.2	2553	10934
364.4	2548	10893
364.6	2548	10913
364.8	2551	10913
365.0	2548	10893
365.2	2550	10934
365.4	2548	10913
365.6	2548	10913
365.8	2548	10913
366.0	2548	10893
366.2	2548	10893
366.4	2548	10913
366.6	2552	10955
366.8	2550	10914
367.0	2548	10913
367.2	2553	10934
367.4	2550	10934
367.6	2553	10954
367.8	2548	10893
368.0	2550	10934
368.2	2548	10893
368.4	2548	10913
368.6	2551	10913
368.8	2551	10913
369.0	2548	10913
369.2	2550	10934
369.4	2546	10893
369.6	2548	10893
369.8	2550	10934
370.0	2553	10954
370.2	2550	10934
370.4	2550	10914
370.6	2550	10934
370.8	2551	10932
371.0	2548	10913
371.2	2550	10934
371.4	2551	10913
371.6	2548	10893
371.8	2550	10934
372.0	2550	10934
372.2	2550	10914
372.4	2550	10914
372.6	2550	10914
372.8	2550	10934
373.0	2553	10934
373.2	2550	10934
373.4	2550	10934
373.6	2551	10913
373.8	2550	10934
374.0	2548	10913
374.2	2551	10913
374.4	2548	10914
374.6	2546	10893
374.8	2546	10893
375.0	2548	10913
375.2	2548	10893
375.4	2546	10893
375.6	2550	10934
375.8	2550	10934
376.0	2550	10934
376.2	2548	10913
376.4	2548	10913
376.6	2550	10934
376.8	2550	10934
377.0	2548	10913
377.2	2550	10954
377.4	2548	10893
377.6	2548	10895
377.8	2548	10914
378.0	2550	10934
378.2	2548	10893
378.4	2548	10914
378.6	2546	10874
378.8	2548	10914
379.0	2550	10914
379.2	2548	10913
379.4	2546	10893
379.6	2545	10895
379.8	2546	10874
380.0	2550	10914
380.2	2548	10913
380.4	2550	10934
380.6	2548	10893
380.8	2543	10874
381.0	2546	10913
381.2	2548	10914
381.4	2546	10874
381.6	2546	10893
381.8	2546	10893
382.0	2548	10913
382.2	2548	10914
382.4	2546	10893
382.6	2548	10895
382.8	2550	10934
383.0	2548	10914
383.2	2550	10934
383.4	2545	10895
383.6	2543	10874
383.8	2545	10895
384.0	2546	10893
384.2	2548	10914
384.4	2545	10895
384.6	2546	10874
384.8	2546	10893
385.0	2548	10913
385.2	2546	10893
385.4	2543	10874
385.6	2546	10893
385.8	2548	10934
386.0	2548	10914
386.2	2546	10893
386.4	2548	10914
386.6	2543	10874
386.8	2545	10895
387.0	2546	10893
387.2	2548	10914
387.4	2543	10874
387.6	2545	10895
387.8	2546	10893
388.0	2546	10874
388.2	2548	10934
388.4	2545	10914
388.6	2543	10874
388.8	2548	10914
389.0	2546	10893
389.2	2548	10914
389.4	2545	10895
389.6	2543	10874
389.8	2543	10874
390.0	2548	10934
390.2	2548	10914
390.4	2545	10875
390.6	2543	10874
390.8	2548	10914
391.0	2546	10893
391.2	2546	10893
391.4	2545	10895
391.6	2543	10874
391.8	2548	10914
392.0	2545	10914
392.2	2543	10874
392.4	2545	10895
392.6	2541	10855
392.8	2543	10874
393.0	2545	10895
393.2	2543	10874
393.4	2541	10855
393.6	2543	10875
393.8	2545	10895
394.0	2543	10893
394.2	2546	10893
394.4	2546	10874
394.6	2543	10874
394.8	2543	10893
395.0	2545	10914
395.2	2543	10874
395.4	2543	10895
395.6	2543	10875
395.8	2541	10855
396.0	2543	10893
396.2	2545	10895
396.4	2543	10875
396.6	2541	10874
396.8	2543	10895
397.0	2545	10914
397.2	2543	10874
397.4	2543	10895
397.6	2545	10895
397.8	2543	10893
398.0	2545	10895
398.2	2543	10874
398.4	2545	10895
398.6	2541	10855
398.8	2541	10855
399.0	2543	10874
399.2	2542	10853
399.4	2543	10875
399.6	2541	10874
399.8	2541	10874
400.0	2543	10893
400.2	2543	10893
400.4	2543	10895
400.6	2543	10895
400.8	2545	10914
401.0	2545	10914
401.2	2541	10874
401.4	2541	10874
401.6	2538	10855
401.8	2541	10855
402.0	2545	10895
402.2	2541	10855
402.4	2545	10895
402.6	2541	10855
402.8	2541	10874
403.0	2543	10874
403.2	2545	10914
403.4	2541	10855
403.6	2543	10895
403.8	2543	10874
404.0	2541	10855
404.2	2543	10874
404.4	2543	10895
404.6	2541	10855
404.8	2538	10855
405.0	2541	10855
405.2	2538	10855
405.4	2538	10855
405.6	2543	10875
405.8	2544	10916
406.0	2543	10893
406.2	2541	10874
406.4	2541	10874
406.6	2541	10874
406.8	2543	10895
407.0	2543	10895
407.2	2541	10874
407.4	2541	10874
407.6	2540	10856
407.8	2538	10855
408.0	2541	10874
408.2	2541	10855
408.4	2543	10875
408.6	2543	10875
408.8	2541	10855
409.0	2541	10874
409.2	2543	10895
409.4	2541	10874
409.6	2538	10835
409.8	2541	10855
410.0	2541	10874
410.2	2541	10874
410.4	2544	10916
410.6	2538	10855
410.8	2538	10855
411.0	2541	10874
411.2	2540	10875
411.4	2540	10875
411.6	2543	10875
411.8	2543	10895
412.0	2543	10895
412.2	2538	10855
412.4	2543	10895
412.6	2541	10874
412.8	2541	10874
413.0	2538	10855
413.2	2538	10855
413.4	2540	10875
413.6	2538	10855
413.8	2538	10855
414.0	2542	10896
414.2	2540	10875
414.4	2540	10856
414.6	2540	10875
414.8	2543	10895
415.0	2540	10875
415.2	2538	10855
415.4	2538	10855
415.6	2543	10895
415.8	2540	10875
416.0	2543	10875
416.2	2538	10855
416.4	2537	10856
416.6	2537	10856
416.8	2540	10875
417.0	2538	10855
417.2	2537	10856
417.4	2538	10855
417.6	2538	10855
417.8	2543	10895
418.0	2540	10875
418.2	2540	10875
418.4	2540	10875
418.6	2540	10875
418.8	2540	10875
419.0	2538	10855
419.2	2540	10875
419.4	2537	10856
419.6	2539	10877
419.8	2540	10875
420.0	2537	10875
420.2	2536	10835
420.4	2539	10877
420.6	2538	10855
420.8	2540	10875
421.0	2542	10896
421.2	2540	10875
421.4	2542	10896
421.6	2540	10875
421.8	2537	10875
422.0	2540	10875
422.2	2536	10835
422.4	2537	10856
422.6	2536	10835
422.8	2536	10835
423.0	2537	10856
423.2	2536	10835
423.4	2537	10856
423.6	2539	10896
423.8	2540	10875
424.0	2540	10875
424.2	2540	10875
424.4	2540	10856
424.6	2540	10875
424.8	2537	10856
425.0	2536	10835
425.2	2535	10856
425.4	2535	10837
425.6	2537	10856
425.8	2537	10856
426.0	2537	10856
426.2	2535	10837
426.4	2537	10856
426.6	2537	10856
426.8	2537	10875
427.0	2537	10875
427.2	2536	10855
427.4	2537	10856
427.6	2540	10875
427.8	2537	10875
428.0	2537	10875
428.2	2537	10856
428.4	2535	10837
428.6	2537	10877
428.8	2537	10856
429.0	2537	10856
429.2	2535	10837
429.4	2535	10837
429.6	2537	10856
429.8	2540	10875
430.0	2537	10875
430.2	2537	10856
430.4	2537	10856
430.6	2536	10855
430.8	2537	10856
431.0	2537	10856
431.2	2535	10837
431.4	2535	10837
431.6	2537	10856
431.8	2537	10856
432.0	2535	10837
432.2	2533	10835
432.4	2535	10856
432.6	2535	10856
432.8	2537	10875
433.0	2537	10856
433.2	2535	10856
433.4	2537	10856
433.6	2540	10875
433.8	2535	10856
434.0	2537	10856
434.2	2535	10837
434.4	2535	10837
434.6	2535	10837
434.8	2535	10837
435.0	2535	10837
435.2	2532	10837
435.4	2535	10856
435.6	2535	10856
435.8	2536	10835
436.0	2537	10875
436.2	2535	10856
436.4	2537	10856
436.6	2536	10835
436.8	2535	10856
437.0	2537	10856
437.2	2532	10837
437.4	2534	10858
437.6	2535	10837
437.8	2535	10856
438.0	2535	10837
438.2	2532	10837
438.4	2535	10837
438.6	2535	10856
438.8	2537	10877
439.0	2537	10877
439.2	2535	10856
439.4	2535	10856
439.6	2535	10875
439.8	2537	10856
440.0	2537	10877
440.2	2532	10837
440.4	2532	10837
440.6	2532	10837
440.8	2535	10856
441.0	2532	10837
441.2	2534	10858
441.4	2532	10837
441.6	2532	10837
441.8	2534	10858
442.0	2535	10856
442.2	2535	10856
442.4	2535	10856
442.6	2535	10837
442.8	2535	10856
443.0	2535	10856
443.2	2534	10858
443.4	2532	10837
443.6	2532	10817
443.8	2535	10856
444.0	2532	10837
444.2	2532	10837
444.4	2532	10837
444.6	2535	10837
444.8	2535	10856
445.0	2533	10816
445.2	2534	10858
445.4	2535	10856
445.6	2535	10856
445.8	2532	10837
446.0	2532	10837
446.2	2534	10858
446.4	2532	10817
446.6	2532	10837
446.8	2532	10837
447.0	2530	10817
447.2	2532	10817
447.4	2530	10817
447.6	2532	10837
447.8	2532	10837
448.0	2532	10837
448.2	2532	10837
448.4	2532	10837
448.6	2532	10856
448.8	2532	10837
449.0	2532	10837
449.2	2532	10837
449.4	2530	10817
449.6	2532	10837
449.8	2532	10837
450.0	2530	10817
450.2	2530	10817
450.4	2530	10817
450.6	2532	10837
450.8	2532	10856
451.0	2532	10856
451.2	2532	10837
451.4	2532	10856
451.6	2532	10837
451.8	2532	10856
452.0	2532	10837
452.2	2530	10837
452.4	2528	10797
452.6	2530	10817
452.8	2534	10858
453.0	2530	10817
453.2	2530	10798
453.4	2530	10817
453.6	2532	10837
453.8	2532	10856
454.0	2532	10837
454.2	2534	10858
454.4	2532	10837
454.6	2534	10858
454.8	2530	10837
455.0	2530	10817
455.2	2527	10798
455.4	2532	10838
455.6	2530	10817
455.8	2530	10837
456.0	2530	10817
456.2	2530	10817
456.4	2530	10817
456.6	2532	10858
456.8	2532	10837
457.0	2530	10817
457.2	2530	10837
457.4	2532	10837
457.6	2532	10837
457.8	2532	10858
458.0	2532	10837
458.2	2530	10817
458.4	2527	10798
458.6	2532	10838
458.8	2530	10817
459.0	2527	10817
459.2	2527	10817
459.4	2529	10819
459.6	2530	10817
459.8	2530	10837
460.0	2530	10817
460.2	2530	10817
460.4	2530	10837
460.6	2532	10837
460.8	2532	10838
461.0	2529	10838
461.2	2527	10817
461.4	2529	10819
461.6	2530	10817
461.8	2530	10817
462.0	2527	10798
462.2	2530	10817
462.4	2527	10798
462.6	2527	10817
462.8	2530	10837
463.0	2532	10858
463.2	2527	10817
463.4	2530	10817
463.6	2530	10817
463.8	2532	10838
464.0	2530	10817
464.2	2527	10798
464.4	2527	10798
464.6	2527	10798
464.8	2527	10817
465.0	2527	10817
465.2	2529	10819
465.4	2527	10798
465.6	2527	10798
465.8	2530	10837
466.0	2527	10817
466.2	2530	10837
466.4	2527	10817
466.6	2532	10858
466.8	2527	10798
467.0	2530	10837
467.2	2529	10819
467.4	2527	10798
467.6	2527	10817
467.8	2527	10817
468.0	2527	10798
468.2	2527	10798
468.4	2527	10817
468.6	2527	10798
468.8	2527	10817
469.0	2527	10817
469.2	2529	10819
469.4	2527	10817
469.6	2527	10817
469.8	2527	10798
470.0	2525	10798
470.2	2527	10817
470.4	2527	10817
470.6	2527	10817
470.8	2529	10838
471.0	2527	10817
471.2	2527	10817
471.4	2527	10817
471.6	2523	10778
471.8	2527	10817
472.0	2527	10817
472.2	2527	10837
472.4	2527	10798
472.6	2527	10798
472.8	2525	10798
473.0	2527	10817
473.2	2529	10838
473.4	2527	10817
473.6	2527	10817
473.8	2529	10838
474.0	2527	10817
474.2	2527	10819
474.4	2527	10800
474.6	2525	10779
474.8	2525	10798
475.0	2527	10817
475.2	2525	10798
475.4	2527	10798
475.6	2529	10838
475.8	2527	10817
476.0	2525	10798
476.2	2525	10817
476.4	2527	10819
476.6	2525	10779
476.8	2525	10779
477.0	2529	10819
477.2	2526	10778
477.4	2522	10779
477.6	2525	10798
477.8	2527	10819
478.0	2527	10817
478.2	2527	10817
478.4	2527	10798
478.6	2527	10819
478.8	2525	10817
479.0	2525	10798
479.2	2525	10798
479.4	2523	10759
479.6	2522	10779
479.8	2522	10779
480.0	2527	10819
480.2	2525	10798
480.4	2522	10779
480.6	2527	10819
480.8	2527	10819
481.0	2527	10838
481.2	2527	10817
481.4	2527	10819
481.6	2527	10800
481.8	2529	10838
482.0	2527	10819
482.2	2527	10819
482.4	2522	10779
482.6	2524	10800
482.8	2522	10779
483.0	2527	10819
483.2	2525	10779
483.4	2524	10781
483.6	2524	10800
483.8	2525	10798
484.0	2525	10817
484.2	2524	10819
484.4	2527	10819
484.6	2522	10798
484.8	2525	10798
485.0	2525	10798
485.2	2527	10819
485.4	2522	10760
485.6	2524	10800
485.8	2524	10800
486.0	2525	10798
486.2	2522	10779
486.4	2522	10779
486.6	2524	10800
486.8	2527	10819
487.0	2524	10800
487.2	2524	10800
487.4	2525	10798
487.6	2524	10800
487.8	2524	10800
488.0	2527	10819
488.2	2522	10779
488.4	2522	10779
488.6	2524	10800
488.8	2524	10800
489.0	2522	10779
489.2	2522	10779
489.4	2524	10781
489.6	2524	10800
489.8	2524	10800
490.0	2520	10779
490.2	2522	10779
490.4	2524	10800
490.6	2522	10779
490.8	2522	10760
491.0	2524	10781
491.2	2520	10779
491.4	2524	10800
491.6	2521	10781
491.8	2524	10800
492.0	2521	10781
492.2	2521	10800
492.4	2524	10800
492.6	2524	10800
492.8	2520	10760
493.0	2522	10779
493.2	2520	10760
493.4	2520	10760
493.6	2522	10779
493.8	2522	10779
494.0	2522	10779
494.2	2520	10760
494.4	2521	10761
494.6	2524	10800
494.8	2522	10779
495.0	2520	10779
495.2	2522	10779
495.4	2520	10760
495.6	2520	10779
495.8	2521	10781
496.0	2521	10781
496.2	2520	10760
496.4	2524	10800
496.6	2520	10779
496.8	2520	10760
497.0	2522	10779
497.2	2520	10779
497.4	2521	10781
497.6	2524	10800
497.8	2523	10821
498.0	2521	10800
498.2	2520	10760
498.4	2520	10779
498.6	2520	10760
498.8	2520	10760
499.0	2520	10760
499.2	2520	10760
499.4	2521	10800
499.6	2519	10761
499.8	2521	10800
500.0	2520	10779
500.2	2517	10741
500.4	2520	10760
500.6	2517	10741
500.8	2517	10760
501.0	2520	10760
501.2	2521	10761
501.4	2520	10760
501.6	2521	10781
501.8	2520	10760
502.0	2521	10781
502.2	2521	10781
502.4	2517	10760
502.6	2521	10781
502.8	2521	10781
503.0	2521	10781
503.2	2519	10761
503.4	2519	10781
503.6	2521	10781
503.8	2519	10781
504.0	2519	10761
504.2	2517	10760
504.4	2521	10781
504.6	2519	10761
504.8	2519	10781
505.0	2519	10781
505.2	2520	10760
505.4	2517	10741
505.6	2520	10760
505.8	2517	10741
506.0	2519	10761
506.2	2521	10781
506.4	2520	10760
506.6	2519	10781
506.8	2519	10761
507.0	2519	10761
507.2	2520	10760
507.4	2523	10801
507.6	2517	10741
507.8	2517	10760
508.0	2519	10761
508.2	2517	10741
508.4	2519	10761
508.6	2519	10761
508.8	2519	10742
509.0	2519	10761
509.2	2519	10761
509.4	2521	10800
509.6	2519	10781
509.8	2519	10781
510.0	2517	10741
510.2	2519	10781
510.4	2517	10760
510.6	2519	10761
510.8	2519	10761
511.0	2519	10761
511.2	2519	10761
511.4	2516	10761
511.6	2519	10781
511.8	2517	10760
512.0	2517	10741
512.2	2515	10741
512.4	2515	10741
512.6	2516	10742
512.8	2519	10781
513.0	2517	10741
513.2	2519	10781
513.4	2515	10741
513.6	2519	10761
513.8	2515	10741
514.0	2517	10741
514.2	2516	10761
514.4	2519	10761
514.6	2519	10761
514.8	2517	10741
515.0	2516	10761
515.2	2516	10742
515.4	2519	10761
515.6	2519	10781
515.8	2516	10761
516.0	2516	10761
516.2	2516	10742
516.4	2519	10761
516.6	2519	10781
516.8	2519	10781
517.0	2516	10761
517.2	2516	10761
517.4	2516	10742
517.6	2516	10761
517.8	2516	10761
518.0	2516	10761
518.2	2516	10761
518.4	2519	10761
518.6	2515	10741
518.8	2515	10741
519.0	2517	10760
519.2	2515	10741
519.4	2515	10741
519.6	2515	10741
519.8	2516	10761
520.0	2516	10761
520.2	2515	10722
520.4	2516	10761
520.6	2516	10781
520.8	2516	10761
521.0	2515	10722
521.2	2516	10761
521.4	2516	10761
521.6	2515	10741
521.8	2516	10761
522.0	2516	10761
522.2	2515	10741
522.4	2516	10761
522.6	2516	10761
522.8	2516	10742
523.0	2516	10742
523.2	2514	10742
523.4	2516	10742
523.6	2516	10761
523.8	2516	10761
524.0	2516	10742
524.2	2514	10742
524.4	2515	10741
524.6	2516	10761
524.8	2516	10761
525.0	2516	10761
525.2	2516	10761
525.4	2514	10761
525.6	2515	10722
525.8	2514	10742
526.0	2512	10722
526.2	2514	10723
526.4	2514	10742
526.6	2514	10742
526.8	2514	10742
527.0	2514	10742
527.2	2514	10742
527.4	2514	10761
527.6	2514	10742
527.8	2514	10742
528.0	2514	10723
528.2	2514	10742
528.4	2518	10763
528.6	2514	10742
528.8	2516	10763
529.0	2516	10763
529.2	2514	10742
529.4	2514	10723
529.6	2514	10742
529.8	2514	10742
530.0	2514	10742
530.2	2514	10742
530.4	2511	10723
530.6	2514	10742
530.8	2514	10742
531.0	2516	10763
531.2	2516	10742
531.4	2516	10782
531.6	2516	10782
531.8	2516	10763
532.0	2514	10723
532.2	2511	10723
532.4	2514	10742
532.6	2514	10742
532.8	2514	10742
533.0	2511	10742
533.2	2514	10742
533.4	2514	10742
533.6	2514	10742
533.8	2514	10742
534.0	2514	10742
534.2	2514	10742
534.4	2514	10742
534.6	2514	10761
534.8	2514	10742
535.0	2511	10723
535.2	2512	10722
